numEpochs,learningRate,testLoss,testMae
16,0.01,0.009067429229617119,0.058034349232912064
16,0.1,0.012823414988815784,0.07029521465301514
16,0.2,0.01083337888121605,0.07051850110292435
16,0.5,0.009226454421877861,0.06213976815342903
17,0.001,0.11319002509117126,0.2607346475124359
17,0.01,0.009201524779200554,0.058817438781261444
17,0.1,0.010898405686020851,0.06654287129640579
17,0.2,0.01437319628894329,0.07809828966856003
17,0.5,0.01819254644215107,0.09452889859676361
18,0.001,0.05424661561846733,0.17522771656513214
18,0.01,0.008819413371384144,0.05905310809612274
18,0.1,0.020192066207528114,0.10120861977338791
18,0.2,0.013865340501070023,0.08177971094846725
18,0.5,0.08128856867551804,0.1592176854610443
19,0.001,0.15389366447925568,0.218420147895813
19,0.01,0.009034219197928905,0.06084486469626427
19,0.1,0.010301405563950539,0.06462347507476807
19,0.2,0.01270528044551611,0.07177805155515671
19,0.5,0.13496819138526917,0.21884150803089142
20,0.001,0.09792870283126831,0.22845447063446045
20,0.01,0.008968755602836609,0.05879819765686989
20,0.1,0.009086312726140022,0.062315791845321655
20,0.2,0.013085481710731983,0.0774906799197197
20,0.5,0.013808049261569977,0.08529578149318695
21,0.001,0.039890337735414505,0.13456474244594574
21,0.01,0.008814133703708649,0.0589960478246212
21,0.1,0.009241679683327675,0.06344925612211227
21,0.2,0.011690357699990273,0.06696208566427231
21,0.5,0.01951674558222294,0.09743790328502655
22,0.001,0.060140494257211685,0.1648711860179901
22,0.01,0.008864246308803558,0.062034446746110916
22,0.1,0.011330080218613148,0.06698357313871384
22,0.2,0.010928831994533539,0.0732397735118866
22,0.5,0.015582526102662086,0.0935935452580452
23,0.001,0.0728817880153656,0.20058467984199524
23,0.01,0.009099803864955902,0.060255687683820724
23,0.1,0.010708308778703213,0.07511547952890396
23,0.2,0.010186078026890755,0.06461913883686066
23,0.5,0.013998263515532017,0.08625878393650055
24,0.001,0.04033399000763893,0.1452091932296753
24,0.01,0.008839573711156845,0.06010308116674423
24,0.1,0.010485094971954823,0.06698271632194519
24,0.2,0.014899191446602345,0.09577974677085876
24,0.5,0.016331331804394722,0.08324012160301208
